source,target
15068,5916
11826,11950
11385,14156
11159,7790
5266,9276
3244,5290
9920,11997
14551,14226
7170,10622
2354,947
242,5052
11611,11557
7450,11405
16487,15357
6612,1358
11175,14242
14416,4914
15978,16229
11357,2547
8757,6333
14751,16753
1710,13376
15026,3369
1799,14525
7280,7666
12584,9839
4360,16729
2510,3100
7206,15621
14310,13256
4483,4598
938,9994
10376,15563
8449,13179
3266,6209
6186,2457
15106,2784
7875,3890
15180,7016
2564,1834
2508,11943
7306,530
1516,1272
4118,1864
13333,13232
16772,11800
270,7092
5048,15775
5596,1843
1286,5555
3116,16763
8552,1217
15562,16845
3767,12093
16121,10451
240,9411
10459,12934
13672,13524
3429,2318
3350,4691
10538,11759
7956,2918
8733,2713
9220,8212
7037,16688
15706,4590
16555,16459
16484,16499
15894,13403
3653,5644
12146,12570
7890,3549
6738,13734
3988,10414
9293,8278
4120,14728
1019,13793
5137,1212
5596,9994
16429,10417
16439,14574
463,11942
9093,6004
11683,6247
6275,15588
13263,3729
7536,7551
11638,8571
11021,3662
8920,13361
9428,3572
7305,9545
14167,5911
16759,15145
12318,14748
9709,12210
8298,8884
16510,12410
3849,11022
8232,14189
3237,9424
9653,11803
14777,10738
1040,11038
935,10151
9064,12703
13009,15041
14302,6579
10728,10832
1566,2011
10833,2844
6455,16572
3874,5704
13584,4104
7771,716
7158,11290
2162,6609
8415,7215
13432,5667
5138,2165
9375,7614
8639,3755
1715,2269
13120,13491
16250,14984
10327,11317
5548,9118
7026,13010
11028,9224
5537,714
5415,2557
3161,16681
10768,9223
11517,837
5224,13242
11925,8281
16803,10405
8745,13313
6006,10829
15350,6927
655,12105
1058,9775
10571,15513
5589,15922
9714,16692
4731,16733
756,11866
13020,830
13144,10930
13876,10968
5529,9439
16641,8979
13463,5600
2234,11338
1480,9915
11268,3136
6784,16129
6122,6468
6767,11810
9827,12778
14277,12940
7282,5764
13217,1915
8171,765
10337,13746
11229,1217
16720,6209
9660,6721
6819,10577
3627,14777
10407,2141
3811,14734
14918,12979
6104,3689
5191,12686
13934,5738
7603,230
333,3310
14333,11575
7283,12876
5083,15108
754,16287
14035,14206
8173,13014
3784,11470
14878,13211
9156,11091
13267,13533
13623,14538
4911,13588
15159,5014
10884,2853
11376,3048
8569,10265
1662,3229
3542,3236
11088,10805
8180,2726
6255,8370
12401,976
7841,1856
6728,6245
154,4629
6991,13816
9497,5304
11225,13083
8182,2854
2489,10562
6505,12120
2203,1673
10525,15503
16616,473
7177,4270
12609,12046
15730,11012
11713,13010
12500,5821
16625,14967
11969,14496
12477,6586
16812,13206
7832,1354
5972,11317
10838,5819
16318,5378
9255,5843
2397,2721
12242,5638
5630,14576
10954,288
5159,12296
10031,6479
8520,1230
9540,6055
4824,15813
6312,15004
7729,8634
5272,16736
12876,3029
13308,11901
4878,16452
13613,4708
13470,13090
3025,11262
1123,4971
4603,7475
8066,5623
12920,9475
703,12920
15445,12202
1664,13891
851,9801
5149,11367
3352,9042
15222,15172
4091,11943
12914,1257
13692,6688
13557,11526
4545,14880
5541,11362
1779,8117
14512,4101
8752,7967
7407,6942
7937,1072
11559,2663
3395,1877
14255,15260
9404,10465
16759,15759
8673,15584
7441,10097
14560,11127
10103,15044
12406,15988
2853,12934
11129,7142
13767,12676
12482,9955
8241,14166
3617,8956
10187,6036
5235,3299
15708,16494
6598,1786
14431,15989
5105,8869
3405,16620
15245,14636
3836,8158
14951,1306
2612,11669
16713,2037
3348,4255
1811,4753
3297,12622
4113,9172
16770,6775
173,934
1942,3204
3316,15247
12372,1892
8569,12553
15730,3626
9865,10407
2228,1174
12740,7059
12123,6878
13591,16492
3811,8327
10337,15115
13519,9262
8944,5386
3933,851
15227,3794
14040,3941
10728,1077
10667,5078
6245,51
2450,16688
4532,12967
2689,13001
558,9603
2664,9009
9926,9169
17,12123
758,7423
6309,15362
15639,4976
703,9747
1378,2677
10337,2864
10843,15884
16561,5697
382,2708
2350,15814
10379,323
5335,5806
3191,16385
4123,10652
14962,747
990,11693
807,13248
3837,16371
3288,1061
10434,3028
1925,13177
13092,15993
4603,2429
6427,14557
6437,2249
1424,16048
9105,13480
16073,13857
2100,9667
8935,8204
16851,3035
12711,7268
6561,9064
13264,7771
8737,15497
12056,15041
14256,856
7199,8949
16824,15967
8976,807
11358,3963
2420,5658
5658,11278
11892,5603
12775,262
5892,1775
15180,6981
10793,1438
12707,5702
8769,8130
14539,7664
13466,504
382,15066
1601,7001
776,11393
4840,353
13486,14468
16851,12849
5261,2373
9985,16292
15032,2692
13421,2822
4666,9796
1118,16798
15502,1513
1189,14487
12123,2268
5969,339
9851,4814
12645,8113
3541,13527
3385,2195
7470,3192
9812,11015
1015,13475
6883,7622
9569,14240
6993,1115
2481,2574
15541,9266
16149,9113
827,1175
15780,10012
7199,15442
1509,8710
5290,16176
2746,8386
4118,14866
16772,2742
1031,202
15523,14502
8941,12340
14193,12815
16709,1609
6671,9177
15989,8662
8912,414
11638,10417
11725,5007
11256,8347
12377,9587
4619,12477
9038,14726
7134,7089
2151,11402
9659,7838
10459,14786
880,1997
13748,3472
1567,8961
3051,1796
16161,9132
16622,8397
13309,16163
10878,1843
3636,16752
4658,458
16,14987
3709,1276
15502,15825
9909,2068
7546,1143
10798,12690
12251,4563
12005,9358
11014,692
14020,4374
16162,667
11428,14942
8602,5166
2515,2790
14652,7036
11910,1205
1574,30
2420,5417
3708,8571
5265,365
11165,9711
14000,7917
9419,5318
11254,10238
12795,6586
15710,12378
13837,9048
12851,6800
4184,5457
7036,1974
2884,16119
11347,3769
5440,1616
2160,9428
13608,14193
1983,9057
4349,1766
1185,1239
4382,15971
8051,5223
16497,8032
12735,6479
13175,16055
267,14557
8211,1038
13050,10024
1429,2020
4523,9434
14868,11943
6227,13357
13626,16682
233,2853
10054,5776
15875,15362
7399,1752
2612,6942
15986,9978
57,14907
9605,16736
154,14416
2612,8561
13707,3795
9821,592
8698,16782
9619,14107
3584,2156
14262,4402
10869,5866
4601,16206
10951,9328
9114,12938
15753,4613
12650,3197
16403,10248
6881,949
15245,5058
5576,4994
183,4799
15505,10940
6149,2663
11964,12662
10810,16685
8063,245
16110,151
8866,16070
2962,15917
12242,2863
8751,894
12022,11354
10003,3547
6605,2587
8532,1216
12023,4954
8224,4777
6967,8716
6302,3385
3542,5059
13784,765
11969,13585
157,1291
14445,16177
4906,462
14434,2540
15810,4101
1450,9821
16577,6164
7305,876
6128,6622
8297,6280
15901,11999
7366,8159
14792,11530
3125,11484
10873,13851
8976,10293
598,10184
10647,12652
13092,6133
3988,3215
1515,5139
10518,11874
16063,1864
880,5417
6818,13544
885,7164
8283,7571
7397,12595
2381,412
11214,10432
10538,10743
14451,10
7569,11099
5781,12728
12434,11799
1946,15608
13965,14988
433,6611
11875,2104
197,6054
6227,6087
10134,11503
3187,37
11788,2200
7914,13335
9791,1859
6459,6268
240,5713
7897,16733
13643,5297
3498,8990
3450,6612
15208,9356
7927,12214
5810,12443
1582,2759
7447,10146
15252,9181
10910,7420
3782,14137
15903,11316
16554,293
2472,12674
14538,13447
7603,9703
6463,6907
14918,2786
7036,13165
9835,14744
6239,2048
2362,16345
1191,7395
15662,6129
15812,5030
7305,1665
7296,11117
7016,1342
12580,13187
6197,913
13838,13762
2113,13237
12034,3442
14951,15643
13562,15104
3008,11021
11384,5082
11289,5868
7713,10579
13687,8992
16127,8919
11014,7446
9154,10851
14646,4189
4387,10579
158,4888
11357,7761
13507,10787
1735,13761
9527,92
8013,7556
9635,14657
14002,2825
13161,16344
5909,6034
13940,14148
7440,14545
5272,16263
9921,5595
14697,14870
3296,13809
157,13825
12975,636
13212,9633
15808,15199
5719,14252
1020,3385
12996,16061
183,14558
10603,2314
7647,9092
9491,2158
336,6561
1859,12850
9352,9671
5933,6078
16218,4109
8659,12330
7259,2234
3024,16031
7714,11666
14120,14369
14333,6037
12037,7795
1936,705
16515,6953
4617,8959
5679,4068
2160,7256
7569,15886
10129,4689
12315,11159
1333,12033
4619,14786
11099,11116
7033,7514
7985,2190
13347,9708
1940,13208
12949,15041
5468,14871
6392,644
348,6580
4939,4379
6571,6523
2640,15674
8173,5022
13242,7591
10097,15693
5338,2899
15072,6487
873,295
1639,12308
1560,11934
15493,13124
3345,14450
10235,5595
9923,1805
4427,15679
16209,160
5751,15362
1562,3038
10177,7494
15590,2253
15642,2694
11414,8128
8849,5060
1489,14120
16201,9090
2562,14027
11503,14891
1175,12181
10830,4922
165,11034
16729,1379
12444,16236
8886,415
14373,13192
14619,156
15567,10412
3153,13703
13925,9676
60,14120
8084,7200
9117,12674
11910,7414
6144,9513
13917,11268
6781,11141
11352,4127
5784,12606
15269,12617
14345,7137
5868,7374
5782,7045
16149,5993
2811,13546
14726,8482
7886,9705
3080,11225
12770,4976
11666,8653
879,5208
12170,6380
16649,15612
5312,6507
16288,8485
3791,10056
7327,1749
15542,5497
12730,12629
981,193
6163,2095
3547,13386
876,5489
14552,13249
5123,7184
5692,15500
10879,4838
7841,6586
2314,13
11229,13044
7508,992
8040,14420
8277,2559
11084,6749
407,9822
10001,2886
2518,11703
8453,11686
16339,2801
6796,6035
14460,13697
880,6836
12744,3078
4809,11416
3312,4888
15492,961
2047,12735
13782,1727
9743,4768
9448,10890
900,3152
3324,11989
1999,10475
502,15908
7290,6654
13079,14112
8473,3305
4927,426
1356,16547
1581,1324
6204,15281
3798,10743
5425,10302
15112,12052
6471,14212
14120,9704
3554,11876
4646,10596
6797,887
5893,13583
8784,6746
8883,6677
3456,7937
3535,12300
6547,1161
8692,3679
15254,7027
11834,229
10622,2975
11345,10171
208,3474
939,11347
9367,10878
16735,754
11562,11018
12599,10377
6649,2465
7025,16460
10415,115
5745,13137
11307,8454
12609,14786
5887,7307
14625,8953
7131,462
2527,8711
15382,5743
14962,5040
11494,14777
16280,9634
3960,15031
12721,11597
7077,16535
12018,9773
919,15461
13035,8081
9540,11699
14868,3540
7914,14489
9010,16636
16087,1391
14710,6485
1757,4304
7951,4428
7879,6517
10459,11704
7690,13798
11719,3943
1942,15950
5127,12676
3253,8421
4651,8818
12858,4344
2291,329
16087,13584
6932,184
11318,16652
3586,14654
9101,3824
13200,8889
14236,7194
2008,8896
5691,5635
14039,12089
10299,14112
11609,13309
9974,7704
2785,14349
3963,12102
9559,8969
16143,10337
7827,9248
90,5945
11037,15324
3568,13661
9683,2235
7914,8417
15849,11391
687,1737
15381,4977
15258,3981
1033,1959
2547,8959
4129,10041
3826,8591
14909,1268
4603,15353
1761,17
5406,8758
5329,5333
14228,11420
16104,3005
8212,16774
7490,13683
13183,9956
3801,11046
9850,5180
2493,10904
16262,10422
16133,9632
10018,11929
7898,411
9956,8943
2879,1125
11980,10937
8978,6065
2356,5895
201,14450
3918,12035
12028,16135
1824,2813
5124,7283
7810,2079
1117,9301
3805,11830
1537,16039
15583,13763
11294,7672
12872,14073
11717,15687
3929,7194
13602,14765
3956,14353
13829,1373
2565,1386
16137,14081
9879,6806
13476,3246
6234,14015
12294,3385
9609,14800
5735,16688
1877,4688
12655,1353
14821,9410
9862,5587
1225,3413
10241,12744
13372,3928
4040,7168
12775,14002
10052,12443
2726,15129
9347,14812
8970,5889
15408,14676
8358,9051
11531,5497
9725,3366
8639,12284
5024,15323
10177,439
13894,12639
10701,10565
14996,9691
11153,1800
14893,4154
11720,10367
2420,8957
12117,12650
9820,1147
16455,6731
8172,9244
11991,8903
16700,4038
7206,9104
14706,12948
3934,8995
16105,5033
13034,6642
8060,13685
8673,15179
9394,5578
5146,12878
16654,15487
15508,1686
13161,5174
14772,14494
11945,11659
1205,7308
3541,364
1906,14292
2134,9433
10622,538
14760,2381
14314,145
9460,10731
11910,9207
794,12976
14352,6958
9460,401
12064,2652
5935,7628
12572,2655
4803,4652
6197,6837
16388,12655
9534,15234
4913,7936
8955,15326
13448,8294
12265,13464
8187,1314
4646,2234
13840,8984
4838,15461
5531,13147
6622,16021
12739,16084
10337,6062
10961,7512
9113,3087
5554,10367
3535,13747
2465,15040
16136,9872
11498,16791
10739,11319
2774,13684
15422,3541
8182,12054
15826,5519
12745,5332
8672,9363
11031,2077
8896,11695
7717,1664
12062,7998
14642,15058
14223,8718
1929,371
10811,4931
16524,12566
10716,3300
8596,13027
12390,6300
3487,5518
9957,8562
5070,16237
12431,15366
4823,5647
2519,6610
3968,3937
10781,12188
6885,12516
9897,2255
10858,5555
3541,6046
7359,13142
1811,13890
14131,14425
13059,827
7566,2920
12821,1336
4257,15041
240,15596
11169,3928
15066,923
4823,1925
918,14297
7356,10417
11066,9320
2923,12027
3183,12393
13782,9899
2096,11091
420,10443
12989,10993
8176,2160
5500,6238
15828,10755
11330,7775
14327,13053
4550,16291
10757,5587
9202,13606
6274,13080
14194,3882
15114,13000
12195,7575
5132,2970
12242,8270
16488,10410
9727,14828
4682,1947
15147,7445
3557,5889
12666,6800
15035,14786
16320,1156
2854,8114
5681,4403
14726,15592
6580,16536
8757,5782
7118,7699
16127,5033
1194,13171
13704,746
2404,15035
13129,15164
2549,4931
4942,3096
3629,3333
41,15116
7593,15386
4851,11433
9104,16752
11560,3896
8733,13673
622,6340
5496,15366
957,1877
1254,9246
11713,13478
15318,7270
5996,9212
16205,8479
271,2225
6942,12795
15439,10139
16399,10009
13269,6487
15680,3538
382,599
14472,16201
4915,12993
13171,11252
15515,10081
4927,14237
834,15251
10223,5538
488,2593
15066,13047
13190,11755
15693,4549
8433,1656
10298,5287
15261,10992
4498,4023
3364,12220
12995,16611
11234,3870
5806,5326
2986,1622
7869,3290
14230,1600
8073,12303
12620,1869
2571,2793
4880,3741
1926,15857
7664,15064
11893,8020
10261,4053
11841,8571
4074,15987
7275,9814
3775,14348
5126,12596
9869,2054
15962,5086
4976,6645
7334,13676
16751,6259
4985,6102
4647,2711
12881,1490
619,2535
14764,8469
14761,5947
2923,5572
2683,13783
9947,5902
7197,5576
16524,13005
6035,10823
9172,14975
14056,10344
5871,297
2732,1309
15273,345
8888,2633
7490,12019
13814,1720
6367,10600
13681,11498
6798,2279
6771,16709
8771,9481
1515,11502
16524,75
4572,3232
1176,203
1930,8553
8171,16269
11157,3040
2307,7745
6987,11767
8898,6605
7927,9711
3373,12221
10097,6617
11152,15674
8791,8518
12713,409
15071,12833
6714,12078
13934,1962
10102,2349
4524,10560
13246,3700
1002,3315
131,4949
16686,11622
9536,14822
16592,2266
16116,8819
2929,12570
1144,3724
8081,11057
13987,9218
11820,10484
15072,2068
12412,10448
5615,11028
14209,5394
11361,3401
3978,16055
590,1204
14281,10008
3774,4199
12485,8611
16476,4946
10942,13504
4233,13313
1513,13302
14372,11387
10688,1292
528,7905
11498,14491
2473,12708
4981,9868
12199,4093
13253,14039
43,11270
9178,2710
12996,7790
5691,10224
12373,1513
9119,6806
3819,2069
4857,13231
11568,13682
3570,1581
6186,5022
57,11813
1979,12498
15555,1886
8951,3169
14408,2159
7282,12621
11031,16042
16524,15015
9509,15794
3377,11170
8586,10613
7435,16788
16044,13297
15213,15209
528,2547
5654,10314
13367,10904
1369,13884
12711,5204
8398,10012
10080,5110
9992,13484
8934,3295
6614,1070
3300,6362
12303,9224
14558,3206
14727,7395
10459,6586
13711,3129
7832,12273
13934,2654
6872,3419
6980,10897
2961,33
9168,4097
12223,10220
15322,15109
9724,13204
9353,12210
2166,15678
8171,304
16490,11592
8591,5937
9024,3988
14612,12981
2138,13120
2945,5713
16520,15530
1015,1012
1048,11374
12986,9055
16791,10720
392,2546
10044,10011
1571,12944
12628,1133
10596,714
2703,9602
2320,1928
9640,7701
12054,12496
9773,10246
8782,11803
13333,479
7060,7174
2787,4691
15258,9956
6653,14245
8118,15605
5349,4543
5167,12909
15835,3515
8573,3891
7259,4693
13364,11928
722,6373
11710,4014
1279,6185
2873,16748
8179,15716
16027,10727
6200,2179
834,5452
1515,11943
11498,11345
5340,3824
10828,15949
8438,5430
13058,15902
2849,16110
8976,9615
542,6983
15,14032
2295,8242
7399,11471
8680,6432
9873,3006
13608,11018
2525,1898
7286,1998
3918,6817
10075,8977
3539,11791
11358,9637
10459,8869
1955,4526
15038,8026
1596,439
3386,3036
3646,10525
1933,2876
8915,10521
3300,14169
13293,9842
15818,3937
7356,10208
9216,8424
16771,12185
12875,9448
12123,4391
14274,11424
13415,15132
96,254
12901,14998
7790,15251
7958,11315
7931,8679
8641,1032
8981,13353
10164,9897
5029,10837
8635,5182
15001,5948
10004,4251
14025,11034
11754,1992
8475,8096
8636,5845
6624,16075
9075,11353
16350,10698
5286,9016
1889,13481
6275,14857
7529,8837
6743,11195
15541,15763
5885,15654
2189,7054
7078,15231
8327,10919
60,7891
862,12838
14729,9882
14486,11459
4440,11378
9956,2948
1671,11704
12655,13312
5834,6766
9224,7080
11815,5232
15025,1367
4349,2596
5242,7206
2234,4693
3362,6515
10465,6362
9590,5676
7282,9381
1300,8597
3898,6274
11826,5415
16520,2907
3527,12962
14291,4104
1415,16526
9082,7963
5751,81
12942,6931
4041,7560
15914,6796
9091,6942
14654,16337
6397,2062
8561,15035
6046,3192
6867,2322
1031,1205
6954,4939
6747,11125
12655,12633
3395,3511
13767,1997
15477,161
14358,2537
14166,41
4222,11326
11358,12382
13097,7347
12461,3104
7744,4630
116,5388
2583,8778
7806,14324
893,15818
2873,8852
11866,7850
1718,3563
13224,2417
14404,15362
2429,8123
2023,820
1757,3988
515,15380
228,3313
9525,2301
2866,2727
15398,3864
7199,3968
14558,4801
13264,8080
10277,13445
16723,7827
406,9078
658,4303
11447,8156
12131,904
1088,14822
2744,2830
12462,1722
14878,15678
5457,15323
2724,7156
10677,3250
16547,4251
11358,1307
1371,8375
84,3354
16261,12766
2621,1609
3955,13338
11159,3394
6039,15796
2161,3170
2886,2615
10148,10467
14765,7668
12159,6269
1757,829
10366,16469
387,6819
13557,12246
6637,1905
14570,2971
10341,13217
6045,217
15502,905
15270,12816
2274,9104
4443,15713
10094,1299
12711,2989
6665,3671
8713,2416
7236,7606
8871,3562
11594,6522
11483,9669
7921,13069
3598,12905
7581,9391
9673,9915
7850,8612
5025,10905
11443,12189
15748,10662
1237,11797
15564,12664
12946,6896
4538,581
6122,9742
15995,5617
9316,15350
5273,9517
4660,1512
2373,13622
3583,5502
15978,14237
5658,1843
16012,8296
7427,2181
13876,2298
238,7344
4834,1887
5750,2096
3988,14174
7305,938
10382,6875
13265,11544
14412,4124
10878,11794
5029,12349
14467,14351
8557,5357
1173,3579
10417,10624
7099,15339
9774,12053
9452,9661
2809,4579
13118,9432
11096,13407
1478,11653
2548,10746
13111,14666
5493,7419
12411,10098
8176,4387
4977,10485
9113,12244
9861,14336
3880,3015
58,8181
16113,1971
4547,5667
1636,7784
3535,8153
7488,11924
5217,10448
5305,13217
10565,4053
12980,10756
11267,12580
16587,11942
14951,12788
1961,3476
1562,2945
7303,14689
3882,12080
11815,12838
5615,9835
15760,12922
9439,12407
4074,7990
8191,10208
8775,15017
10415,4812
5596,12242
2945,16344
3289,11659
7478,1364
13853,14504
165,11179
1585,5418
10495,2739
4158,3221
2802,9104
1199,3334
11866,1566
10448,8533
6860,3454
12781,7656
5231,2301
15384,12012
11834,10731
14358,618
4838,8424
8487,2234
672,9607
11087,4513
15325,6657
8122,1101
3946,3490
12657,10856
8173,3426
15698,6060
9088,9711
7220,600
13589,13046
3085,15512
2597,2854
6860,16389
13188,1300
14020,1697
15225,1750
1013,4103
5380,3220
4494,5899
13150,4763
3665,15720
16852,5079
11973,14182
16097,6971
13444,2348
11560,7549
5542,1943
15049,12196
10935,13274
1576,1510
9267,14740
10725,12388
9804,14260
1709,610
16745,15412
16356,16741
12522,6361
14190,6586
2726,7766
3999,3669
12162,16100
5696,14779
3502,7626
11506,11257
1413,839
16194,9739
14683,7303
14203,10599
8444,12015
299,9588
7324,4825
15097,13033
15777,12341
3253,16245
10059,734
13531,9549
4162,16567
15764,8586
11757,7720
14412,15888
10715,10591
4137,12184
10575,15763
11344,3214
5107,1621
9707,5520
4935,4067
1639,16800
11387,884
2810,16673
9250,2826
12875,1720
14778,16812
9827,2245
10415,10619
15183,11576
10459,15035
14162,13519
2923,13512
2588,12399
672,880
16643,11921
11069,3366
16456,11736
16049,15827
3482,5780
1015,10762
114,2158
8931,11979
1144,15
9834,16847
3559,1150
15633,12515
6778,2692
12909,6344
11753,15172
5706,8265
12870,466
9014,11547
10221,1572
622,365
12552,15412
11788,12151
11332,5972
14105,16200
11946,11074
7324,4388
10527,12370
10097,13052
5513,16308
15661,15353
10323,592
3048,853
16665,1754
6349,2865
13105,15928
15680,5515
16022,7432
12848,15919
12919,8001
9917,14916
12528,14706
12327,11107
10321,5064
1868,11759
6084,16175
8066,10324
16414,12637
11473,3320
13502,10154
639,12280
12985,9569
11875,11357
1864,12795
95,13406
1996,15305
6201,11913
8683,1094
16752,14786
9607,880
349,1688
16737,615
12025,11976
6285,1249
11376,67
500,4007
10341,2229
5142,10781
9465,1187
13855,11548
879,13467
11594,2885
4898,4486
7078,4968
8132,5608
4966,774
8002,2920
7593,9641
688,2863
4683,13358
9513,7890
15143,11595
8248,11571
13883,10362
6980,3561
14388,6271
12609,15035
568,15813
14153,2039
14284,6782
12907,5358
7283,14686
16529,8591
15350,6915
5174,9539
11082,16005
7897,4784
7673,6564
12173,10755
6581,15905
2556,3798
9739,11438
7289,8136
7405,4031
13307,16221
10653,2854
2051,6181
3819,16510
13156,11568
8273,4588
10053,13216
9454,7043
15094,4810
14484,16752
10130,10221
219,2221
16070,1847
16844,14827
14317,13395
14230,5163
4951,12891
11053,1184
12391,2946
60,8639
1217,1091
11155,5395
2987,15062
7714,6016
14642,80
6863,13981
3969,9990
2310,6801
13599,14112
13020,3108
13359,4500
1799,10604
798,10705
6392,4491
16087,14349
5882,9362
12620,3797
3323,13533
4184,15827
16816,7752
3104,2284
8927,13563
1757,16791
14198,10888
6840,6913
7075,1786
13437,8676
13639,5824
333,16301
5817,12895
12761,2482
16277,6465
2444,2412
8824,3354
1513,12860
2268,6068
16663,16506
619,879
8221,12143
3795,9899
11510,8501
9141,371
6314,5503
9759,3019
9954,14525
8642,13244
1713,10666
7232,921
11759,725
14548,16778
1864,2802
1305,16641
3019,7374
2420,677
5105,16484
6833,3311
6671,16344
14134,7575
11856,4127
8266,9994
16723,13200
10681,1541
387,747
5515,11191
6487,6991
807,14442
12920,7457
15351,7213
8173,15807
15350,10324
1766,4295
10332,1821
11826,16078
11480,16719
336,2519
8786,16688
7494,4610
5226,3675
2958,10037
8221,8760
4572,6054
14646,3221
4773,9567
14131,5673
14615,8253
14251,2524
4540,16200
12386,970
15697,12245
3774,7461
2118,14427
7396,4829
4550,11721
15698,8933
3195,10563
11358,8539
12840,11884
12209,16842
6274,11477
15478,2266
14105,2374
436,10475
12347,552
9843,9024
2921,12038
4357,6179
677,5417
13176,4456
7840,346
7175,14337
14836,258
5264,14563
4953,5555
7512,9754
10361,2266
13532,11381
12448,816
3547,8485
4076,7191
12126,10130
6811,521
2465,10751
2836,1197
15272,11502
3074,15305
10309,10130
4765,6133
8200,15157
682,15823
6254,7640
12405,7333
2866,10610
11114,10071
4262,5658
1352,1274
2735,4731
14599,9678
2162,15811
11204,12531
13291,2309
12278,12869
12847,8004
13670,859
10495,13707
15668,11139
13723,885
459,6114
16649,5430
5349,12654
11724,12850
9224,10622
2556,14868
10415,754
10029,9056
14789,10851
1743,5389
4090,7266
4985,9595
14853,10517
2420,8563
3851,5080
1911,10907
1045,3858
4316,422
9356,6947
7149,14455
9866,8612
9666,11250
9695,2931
10880,14808
96,9592
3937,8977
8836,7383
5472,5520
3345,13046
13242,7494
10563,207
2069,5807
15077,202
15720,3703
14372,10255
14456,6608
8595,11089
5107,7771
6481,3884
10649,16244
2314,13978
16836,16660
9767,2557
2510,9137
11511,10878
6241,14744
13017,7973
6859,5372
8277,13630
1697,723
16255,4439
9502,9264
5471,16345
419,12243
16772,6964
6671,15354
1873,5194
9188,9253
15978,10066
9328,12284
1697,4485
11434,1614
11115,13275
14108,15161
3775,5599
4329,5844
5304,2204
7887,10100
12693,6396
6012,11317
5260,11314
14056,9310
1515,12046
11841,9415
16338,13544
5261,1194
15201,10721
1767,12513
13488,9065
12195,12471
4485,13899
8978,15258
10923,9245
5705,5725
488,16276
12468,15784
2420,12676
11725,1877
6715,5430
5708,6947
15811,6176
14524,9418
7555,14647
4576,2104
8978,9956
8107,13632
13081,9549
6997,15967
8277,7398
3872,13309
14663,6359
3138,5690
10954,386
9109,6964
3836,16228
12751,8674
8478,7950
12336,10207
10201,9395
9904,5083
9732,8857
15715,3431
15567,11525
300,6403
2060,7656
798,15949
14230,16638
1909,6037
5693,13736
1840,7812
3419,11125
15815,16518
16697,16047
15741,1924
3423,15274
8804,1929
4218,6844
2162,455
736,198
3881,14064
9192,15698
4222,9221
7319,10177
13018,9575
12617,8632
13842,3541
8760,10517
2476,3508
11845,10000
11966,6306
14421,2110
9255,2213
6579,10403
16641,8970
2078,7832
5119,1005
5885,2466
8716,9598
1454,3170
12919,7309
2326,256
1558,15360
15229,5598
14467,10487
15907,13119
8416,8555
938,1665
15669,11787
13876,10501
2956,5993
3419,4256
8975,14733
485,15807
12986,14190
13753,9138
15188,8939
11977,13194
3798,15364
8752,2324
15152,4846
13670,3215
2030,822
734,533
4374,7894
5496,12965
1194,3500
2628,8209
3535,3617
12958,11714
8081,3541
1341,12951
4538,651
14235,10462
1438,4371
1851,6402
12371,14300
16634,887
8343,4182
14832,14721
14554,8872
6767,1597
11390,7838
9208,2731
5445,8259
12308,12845
12488,12964
9224,10968
5502,3503
5563,16123
16436,13123
1877,15804
14375,3218
786,13586
5448,10886
12128,15966
8431,6971
9851,6330
16674,339
5335,1162
13077,4987
994,1877
9676,4851
1266,2013
4439,4058
8277,14160
14144,5545
15222,4545
12385,7648
11866,909
7569,12303
5280,12065
8565,2586
7078,14120
2452,14150
4696,16065
15248,8909
15515,9879
3524,7570
12080,10878
12110,12833
16374,934
4749,2451
3362,14321
1319,8500
3030,3683
16208,8389
8313,13105
2585,5700
3442,15682
2470,2502
16208,6363
348,1889
440,364
10414,10286
6327,813
1385,454
6498,1489
1768,16152
15409,16789
18,4912
16057,2427
3392,9930
13259,8535
16598,16541
7635,11584
9451,11512
14538,11424
927,15061
2703,4942
11494,7643
286,14937
7206,2286
10778,11384
1625,6238
7289,1572
13836,2919
12131,14923
6718,7036
6122,3201
4308,5811
12299,7257
15828,15702
3916,7579
12497,5088
934,4703
5419,2269
7739,5192
12015,8435
9156,5442
10365,6201
4987,12675
12265,5447
7555,714
10272,7405
6039,8215
10045,11275
8868,16598
4750,2563
7170,5318
11138,1938
6614,15163
15594,10064
13812,5022
16760,13114
10337,2863
6586,15621
3547,9092
4943,2183
11154,11689
11496,4509
4749,14399
14824,8591
526,4630
4777,7840
6549,7887
1999,12921
14484,14786
3194,5437
4206,10930
7037,7829
15906,3329
15187,6149
6738,12624
15086,545
7739,6289
164,11097
6471,9436
10541,15465
4918,15932
14273,8990
6396,15699
2041,785
9898,16164
1070,3845
11242,8780
11748,12974
15764,5360
9387,13991
900,8103
8224,949
15799,11592
13910,14131
15897,13197
6980,11287
11206,8887
6861,6407
5737,12036
14497,4873
11027,5439
11456,5083
5578,9278
5377,15350
9091,15658
3296,10392
4349,10561
1962,6776
13440,10821
2022,1592
9186,6786
14206,13945
9994,7811
15072,2785
4499,5533
7638,13403
12580,1426
15867,5314
13403,12662
13789,14395
9249,6274
5967,13398
2012,14915
6532,1517
10217,15472
4409,8251
10003,3385
16063,9055
14910,9089
8959,3206
8236,14606
13330,6575
10304,2456
9548,7289
13906,10417
13569,8978
11680,8934
1702,15161
3519,11725
677,13934
7093,9715
5371,6976
8305,9487
1254,9001
4160,3386
16111,3892
1576,8939
5340,7996
16036,9595
13326,15373
15346,4538
8959,16219
